priority_rank,customer_id,customer_segment,retention_priority,churn_probability,churn_probability_percent,risk_score,risk_segment,risk_level,churn_prediction,reason,days_since_purchase,customer_value,total_orders,total_revenue,revenue_at_risk,priority_score,recommended_action,needs_immediate_attention,high_value_risk
329,CUST2066,CRITICAL_RETENTION,URGENT,0.8457301181816558,84.57,84.57,CRITICAL,CRITICAL,1,Long time since last purchase,1428,360.3456000000001,1,195.84,165.63,62.183319078271126,Immediate reactivation campaign,True,False
330,CUST2784,CRITICAL_RETENTION,URGENT,0.8129540030082153,81.3,81.3,CRITICAL,CRITICAL,1,Long time since last purchase,1507,662.032,1,359.8,292.5,62.17331803962115,Immediate reactivation campaign,True,True
331,CUST2563,CRITICAL_RETENTION,URGENT,0.7856310933585859,78.56,78.56,CRITICAL,CRITICAL,1,Long time since last purchase,1181,892.2496,1,506.96,398.28,62.165310506220585,Immediate reactivation campaign,True,True
332,CUST2474,CRITICAL_RETENTION,URGENT,0.8624409160336691,86.24,86.24,CRITICAL,CRITICAL,1,Long time since last purchase,1247,209.5392,1,113.88,98.21,62.13916046488886,Immediate reactivation campaign,True,False
333,CUST1773,HIGH_RISK_RETENTION,URGENT,0.6261053134512844,62.61,62.61,HIGH,HIGH,1,Long time since last purchase,1048,2790.9252,1,1603.98,1004.26,61.90933187389014,Priority high-value retention campaign,True,True
334,CUST1072,CRITICAL_RETENTION,URGENT,0.8577301469836691,85.77,85.77,CRITICAL,CRITICAL,1,Long time since last purchase,1799,221.536,1,120.4,103.27,61.900513234516964,Immediate reactivation campaign,True,False
335,CUST2117,CRITICAL_RETENTION,URGENT,0.8591604486211243,85.92,85.92,CRITICAL,CRITICAL,1,Long time since last purchase,1294,187.5136,1,112.96,97.05,61.888641647269885,Immediate reactivation campaign,True,False
336,CUST1269,CRITICAL_RETENTION,URGENT,0.7605514842610085,76.06,76.06,CRITICAL,CRITICAL,1,Long time since last purchase,1176,1108.096,1,629.6,478.84,61.8602414164259,Immediate reactivation campaign,True,True
337,CUST2288,HIGH_RISK_RETENTION,URGENT,0.6177848945079915,61.78,61.78,HIGH,HIGH,1,Long time since last purchase,925,3176.648,1,1671.92,1032.89,61.84239307109242,Priority high-value retention campaign,True,True
338,CUST1868,HIGH_RISK_RETENTION,URGENT,0.5866955752868006,58.67,58.67,HIGH,HIGH,1,Long time since last purchase,802,3726.47,1,1961.3,1150.69,61.78716006325565,Priority high-value retention campaign,True,True
339,CUST1621,CRITICAL_RETENTION,URGENT,0.7970628272846642,79.71,79.71,CRITICAL,CRITICAL,1,Long time since last purchase,862,764.7776,1,415.64,331.29,61.75935967876299,Immediate retention intervention,True,True
340,CUST1446,CRITICAL_RETENTION,URGENT,0.7722593565182169,77.23,77.23,CRITICAL,CRITICAL,1,Long time since last purchase,883,1016.1584,1,552.26,426.49,61.73721724246275,Immediate retention intervention,True,True
341,CUST1324,CRITICAL_RETENTION,URGENT,0.7957816138056811,79.58,79.58,CRITICAL,CRITICAL,1,Long time since last purchase,841,817.8000000000001,1,408.9,325.4,61.563623768351846,Immediate retention intervention,True,True
342,CUST1044,HIGH_RISK_RETENTION,URGENT,0.5837332707069136,58.37,58.37,HIGH,HIGH,1,Long time since last purchase,757,3534.624,1,1963.68,1146.27,61.50021550435798,Priority high-value retention campaign,True,True
343,CUST2509,CRITICAL_RETENTION,URGENT,0.7738725343722435,77.39,77.39,CRITICAL,CRITICAL,1,Long time since last purchase,1135,930.0856,1,522.52,404.36,61.45168334299063,Immediate reactivation campaign,True,True
344,CUST2743,CRITICAL_RETENTION,URGENT,0.8144765253095504,81.45,81.45,CRITICAL,CRITICAL,1,Long time since last purchase,1411,529.9416,1,297.72,242.49,61.37945167137924,Immediate reactivation campaign,True,True
345,CUST1593,HIGH_RISK_RETENTION,URGENT,0.608721530537966,60.87,60.87,HIGH,HIGH,1,Long time since last purchase,685,3211.1904,1,1708.08,1039.75,61.33147365988211,Priority high-value retention campaign,True,True
346,CUST1001,CRITICAL_RETENTION,URGENT,0.7727342082012685,77.27,77.27,CRITICAL,CRITICAL,1,Long time since last purchase,1579,921.888,1,512.16,395.76,61.21715529621966,Immediate reactivation campaign,True,True
347,CUST1639,CRITICAL_RETENTION,URGENT,0.7722150055000726,77.22,77.22,CRITICAL,CRITICAL,1,Long time since last purchase,1530,929.0736,1,510.48,394.2,61.15272290538103,Immediate reactivation campaign,True,True
348,CUST2688,CRITICAL_RETENTION,URGENT,0.8488170125759105,84.88,84.88,CRITICAL,CRITICAL,1,Long time since last purchase,1522,198.744,1,109.2,92.69,61.086098201251446,Immediate reactivation campaign,True,False
349,CUST2867,CRITICAL_RETENTION,URGENT,0.7599686512331101,76.0,76.0,CRITICAL,CRITICAL,1,Long time since last purchase,1168,981.7931999999998,1,570.81,433.8,61.00848630508759,Immediate reactivation campaign,True,True
350,CUST2162,CRITICAL_RETENTION,URGENT,0.8382283055877479,83.82,83.82,CRITICAL,CRITICAL,1,Long time since last purchase,1698,279.9888,1,153.84,128.95,60.997759350306424,Immediate reactivation campaign,True,False
351,CUST1726,CRITICAL_RETENTION,URGENT,0.7759971125406879,77.6,77.6,CRITICAL,CRITICAL,1,Long time since last purchase,993,897.8316000000001,1,477.57,370.59,60.99236626781802,Immediate retention intervention,True,True
352,CUST2032,CRITICAL_RETENTION,URGENT,0.7784229203082886,77.84,77.84,CRITICAL,CRITICAL,1,Long time since last purchase,1606,804.2144,1,456.94,355.69,60.89389447427559,Immediate reactivation campaign,True,True
353,CUST1180,CRITICAL_RETENTION,URGENT,0.8444735263244115,84.45,84.45,CRITICAL,CRITICAL,1,Long time since last purchase,703,197.472,1,112.2,94.75,60.81914499416904,Immediate retention intervention,True,False
354,CUST2078,CRITICAL_RETENTION,URGENT,0.7749278027792019,77.49,77.49,CRITICAL,CRITICAL,1,Long time since last purchase,1104,856.5101999999999,1,470.61,364.69,60.81128356505632,Immediate reactivation campaign,True,True
355,CUST1536,CRITICAL_RETENTION,URGENT,0.8284520443846124,82.85,82.85,CRITICAL,CRITICAL,1,Long time since last purchase,1028,326.7264,1,179.52,148.72,60.66938500755785,Immediate reactivation campaign,True,False
356,CUST2537,CRITICAL_RETENTION,URGENT,0.7607369727577036,76.07,76.07,CRITICAL,CRITICAL,1,Long time since last purchase,708,963.7632,1,541.4399999999999,411.89,60.667773619212895,Immediate retention intervention,True,True
357,CUST1686,CRITICAL_RETENTION,URGENT,0.8479724955246695,84.8,84.8,CRITICAL,CRITICAL,1,Long time since last purchase,1718,153.792,1,85.44,72.45,60.66255559515213,Immediate reactivation campaign,True,False
358,CUST1917,CRITICAL_RETENTION,URGENT,0.81673702520327,81.67,81.67,CRITICAL,CRITICAL,1,Long time since last purchase,1140,449.825,1,236.75,193.36,60.65308836123523,Immediate reactivation campaign,True,False
359,CUST2262,CRITICAL_RETENTION,URGENT,0.8460928819161291,84.61,84.61,CRITICAL,CRITICAL,1,Long time since last purchase,1063,166.0386,1,91.23,77.19,60.61632756327115,Immediate reactivation campaign,True,False
360,CUST1988,CRITICAL_RETENTION,URGENT,0.8211715971595158,82.12,82.12,CRITICAL,CRITICAL,1,Long time since last purchase,861,381.528,1,211.96,174.06,60.61600692774307,Immediate retention intervention,True,False
361,CUST2541,CRITICAL_RETENTION,URGENT,0.7521646754417695,75.22,75.22,CRITICAL,CRITICAL,1,Long time since last purchase,676,1069.2318,1,587.49,441.89,60.607870533153516,Immediate retention intervention,True,True
362,CUST1494,HIGH_RISK_RETENTION,URGENT,0.6016486357560271,60.16,60.16,HIGH,HIGH,1,Long time since last purchase,787,3065.202,1,1702.89,1024.54,60.562511058035994,Priority high-value retention campaign,True,True
363,CUST1128,CRITICAL_RETENTION,URGENT,0.8394406653892437,83.94,83.94,CRITICAL,CRITICAL,1,Long time since last purchase,1094,215.9424,1,117.36,98.52,60.53472454961499,Immediate reactivation campaign,True,False
364,CUST2482,CRITICAL_RETENTION,URGENT,0.8202958573597424,82.03,82.03,CRITICAL,CRITICAL,1,Long time since last purchase,750,341.5608,1,203.31,166.77,60.42344681432732,Immediate retention intervention,True,False
365,CUST2980,CRITICAL_RETENTION,URGENT,0.7748617488242587,77.49,77.49,CRITICAL,CRITICAL,1,Long time since last purchase,1088,749.748,1,435.9,337.76,60.32177820278736,Immediate reactivation campaign,True,True
366,CUST1388,CRITICAL_RETENTION,URGENT,0.8391965658167704,83.92,83.92,CRITICAL,CRITICAL,1,Long time since last purchase,1349,194.8808,1,103.66,86.99,60.310036960161,Immediate reactivation campaign,True,False
367,CUST1751,CRITICAL_RETENTION,URGENT,0.7781662524324485,77.82,77.82,CRITICAL,CRITICAL,1,Long time since last purchase,988,791.1600000000001,1,416.4,324.03,60.30588126940234,Immediate retention intervention,True,True
368,CUST2741,CRITICAL_RETENTION,URGENT,0.8091873240117515,80.92,80.92,CRITICAL,CRITICAL,1,Long time since last purchase,1878,481.4498,1,248.17,200.82,60.258928499041524,Immediate reactivation campaign,True,False
369,CUST2716,CRITICAL_RETENTION,URGENT,0.7953785456569833,79.54,79.54,CRITICAL,CRITICAL,1,Long time since last purchase,1520,539.036,1,317.08,252.2,60.21742414636634,Immediate reactivation campaign,True,True
370,CUST2641,HIGH_RISK_RETENTION,URGENT,0.5846225173171101,58.46,58.46,HIGH,HIGH,1,Long time since last purchase,1172,3442.0779999999995,1,1811.62,1059.11,59.993124520303674,Priority high-value retention campaign,True,True
371,CUST2041,CRITICAL_RETENTION,URGENT,0.7928432780657945,79.28,79.28,CRITICAL,CRITICAL,1,Long time since last purchase,1514,595.9159999999999,1,313.64,248.67,59.97639685588386,Immediate reactivation campaign,True,True
372,CUST1432,CRITICAL_RETENTION,URGENT,0.7774298639269054,77.74,77.74,CRITICAL,CRITICAL,1,Long time since last purchase,886,705.5640000000001,1,391.98,304.74,59.907012656160305,Immediate retention intervention,True,True
373,CUST1920,HIGH_RISK_RETENTION,URGENT,0.5691877664707078,56.92,56.92,HIGH,HIGH,1,Long time since last purchase,818,3419.8208,1,1943.08,1105.98,59.75659838173035,Priority high-value retention campaign,True,True
374,CUST1840,CRITICAL_RETENTION,URGENT,0.7835140170025056,78.35,78.35,CRITICAL,CRITICAL,1,Long time since last purchase,1441,622.6200000000001,1,345.90000000000003,271.02,59.725766087365365,Immediate reactivation campaign,True,True
375,CUST1346,CRITICAL_RETENTION,URGENT,0.8066696856969331,80.67,80.67,CRITICAL,CRITICAL,1,Long time since last purchase,1306,398.987,1,224.15,180.82,59.722588666300226,Immediate reactivation campaign,True,False
376,CUST1208,HIGH_RISK_RETENTION,URGENT,0.5839241912128624,58.39,58.39,HIGH,HIGH,1,Long time since last purchase,844,3115.2960000000003,1,1790.4,1045.46,59.69846992765085,Priority high-value retention campaign,True,True
377,CUST2366,CRITICAL_RETENTION,URGENT,0.8347094269912679,83.47,83.47,CRITICAL,CRITICAL,1,Long time since last purchase,1168,155.0752,1,84.28,70.35,59.69632975699009,Immediate reactivation campaign,True,False
378,CUST1895,CRITICAL_RETENTION,URGENT,0.7700100027427635,77.0,77.0,CRITICAL,CRITICAL,1,Long time since last purchase,996,759.5952000000001,1,404.04,311.11,59.50231586376961,Immediate retention intervention,True,True
379,CUST1552,CRITICAL_RETENTION,URGENT,0.8054992142718671,80.55,80.55,CRITICAL,CRITICAL,1,Long time since last purchase,1088,364.9356,1,205.02,165.14,59.35833322839367,Immediate reactivation campaign,True,False
380,CUST1111,HIGH_RISK_RETENTION,URGENT,0.5826557069807579,58.27,58.27,HIGH,HIGH,1,Long time since last purchase,713,3292.6464,1,1770.24,1031.44,59.35724232076002,Priority high-value retention campaign,True,True
381,CUST1345,CRITICAL_RETENTION,URGENT,0.7654783159254523,76.55,76.55,CRITICAL,CRITICAL,1,Long time since last purchase,1183,739.98,1,411.1,314.69,59.249556608533844,Immediate reactivation campaign,True,True
382,CUST2762,CRITICAL_RETENTION,URGENT,0.7976240949230369,79.76,79.76,CRITICAL,CRITICAL,1,Long time since last purchase,1159,432.432,1,237.6,189.52,59.24604305268374,Immediate reactivation campaign,True,False
383,CUST1450,CRITICAL_RETENTION,URGENT,0.7886207719872749,78.86,78.86,CRITICAL,CRITICAL,1,Long time since last purchase,1094,483.8789999999999,1,260.15,205.16,58.89741267503093,Immediate reactivation campaign,True,False
384,CUST1885,CRITICAL_RETENTION,URGENT,0.7810634118530437,78.11,78.11,CRITICAL,CRITICAL,1,Long time since last purchase,1295,549.0559999999999,1,298.4,233.07,58.870924203442186,Immediate reactivation campaign,True,True
385,CUST2905,CRITICAL_RETENTION,URGENT,0.7827294108203482,78.27,78.27,CRITICAL,CRITICAL,1,Long time since last purchase,1047,548.568,1,288.72,225.99,58.86006690780428,Immediate reactivation campaign,True,True
386,CUST1141,HIGH_RISK_RETENTION,URGENT,0.5792922523110287,57.93,57.93,HIGH,HIGH,1,Long time since last purchase,637,3289.5488,1,1749.76,1013.62,58.800946804601715,Priority high-value retention campaign,True,True
387,CUST2718,CRITICAL_RETENTION,URGENT,0.7845921731363252,78.46,78.46,CRITICAL,CRITICAL,1,Long time since last purchase,1394,460.1016,1,273.87,214.88,58.7904218587066,Immediate reactivation campaign,True,False
388,CUST2072,CRITICAL_RETENTION,URGENT,0.7850243547329624,78.5,78.5,CRITICAL,CRITICAL,1,Long time since last purchase,1647,496.8552000000001,1,270.03000000000003,211.98,58.76845932361912,Immediate reactivation campaign,True,False
389,CUST2829,CRITICAL_RETENTION,URGENT,0.755173594127183,75.52,75.52,CRITICAL,CRITICAL,1,Long time since last purchase,923,765.3822,1,429.99,324.72,58.708818815733046,Immediate retention intervention,True,True
390,CUST1496,HIGH_RISK_RETENTION,URGENT,0.5530325290866563,55.3,55.3,HIGH,HIGH,1,Long time since last purchase,768,3531.609,1,1984.05,1097.24,58.468365813989095,Priority high-value retention campaign,True,True
391,CUST1994,CRITICAL_RETENTION,URGENT,0.7557136861625646,75.57,75.57,CRITICAL,CRITICAL,1,Long time since last purchase,1722,760.836,1,404.7,305.84,58.40668599594518,Immediate reactivation campaign,True,True
392,CUST2090,HIGH_RISK_RETENTION,URGENT,0.5592395934681712,55.92,55.92,HIGH,HIGH,1,Long time since last purchase,1020,3545.0112,1,1905.92,1065.87,58.33803539181591,Priority high-value retention campaign,True,True
393,CUST2249,CRITICAL_RETENTION,URGENT,0.7999277139874078,79.99,79.99,CRITICAL,CRITICAL,1,Long time since last purchase,1034,295.0584,1,162.12,129.68,58.32986177628332,Immediate reactivation campaign,True,False
394,CUST2923,CRITICAL_RETENTION,URGENT,0.8115903474704357,81.16,81.16,CRITICAL,CRITICAL,1,Long time since last purchase,1471,171.64540000000002,1,96.43,78.26,58.22041577763527,Immediate reactivation campaign,True,False
395,CUST1967,CRITICAL_RETENTION,URGENT,0.783797961706582,78.38,78.38,CRITICAL,CRITICAL,1,Long time since last purchase,1298,411.8208,1,231.36,181.34,58.13093072089396,Immediate reactivation campaign,True,False
396,CUST1133,CRITICAL_RETENTION,URGENT,0.7864664273364436,78.65,78.65,CRITICAL,CRITICAL,1,Long time since last purchase,1337,379.585,1,213.25,167.71,58.07231165477949,Immediate reactivation campaign,True,False
397,CUST2070,CRITICAL_RETENTION,URGENT,0.7582762855880726,75.83,75.83,CRITICAL,CRITICAL,1,Long time since last purchase,1475,635.8352,1,361.27,273.94,58.01170024035784,Immediate reactivation campaign,True,True
398,CUST1622,CRITICAL_RETENTION,URGENT,0.8030646584500457,80.31,80.31,CRITICAL,CRITICAL,1,Long time since last purchase,1290,217.89,1,121.05,97.21,57.96481717650002,Immediate reactivation campaign,True,False
399,CUST2414,HIGH_RISK_RETENTION,URGENT,0.5486449651273754,54.86,54.86,HIGH,HIGH,1,Long time since last purchase,703,3624.708,1,1969.95,1080.8,57.865229902960735,Priority high-value retention campaign,True,True
400,CUST1230,HIGH_RISK_RETENTION,URGENT,0.5681759233473068,56.82,56.82,HIGH,HIGH,1,Long time since last purchase,927,3322.7872,1,1767.44,1004.22,57.8535543563103,Priority high-value retention campaign,True,True
401,CUST1701,CRITICAL_RETENTION,URGENT,0.7983320344168681,79.83,79.83,CRITICAL,CRITICAL,1,Long time since last purchase,974,234.508,1,127.45,101.75,57.71527736338739,Immediate retention intervention,True,False
402,CUST1003,CRITICAL_RETENTION,URGENT,0.7573885323562863,75.74,75.74,CRITICAL,CRITICAL,1,Long time since last purchase,657,623.0976,1,338.64,256.48,57.63518571756821,Immediate retention intervention,True,True
403,CUST1998,CRITICAL_RETENTION,URGENT,0.8186009397651264,81.86,81.86,CRITICAL,CRITICAL,1,Long time since last purchase,1037,41.5104,1,22.56,18.47,57.63462289023399,Immediate reactivation campaign,True,False
404,CUST2391,CRITICAL_RETENTION,URGENT,0.7917523308590492,79.18,79.18,CRITICAL,CRITICAL,1,Long time since last purchase,1658,263.65360000000004,1,148.12,117.27,57.53413971128637,Immediate reactivation campaign,True,False
405,CUST2387,CRITICAL_RETENTION,URGENT,0.7656460960336502,76.56,76.56,CRITICAL,CRITICAL,1,Long time since last purchase,744,524.0735999999999,1,281.76,215.73,57.479500930424265,Immediate retention intervention,True,False
406,CUST2501,HIGH_RISK_RETENTION,URGENT,0.5548437030864284,55.48,55.48,HIGH,HIGH,1,Long time since last purchase,991,3119.7096,1,1856.97,1030.33,57.39041621229289,Priority high-value retention campaign,True,True
407,CUST1096,CRITICAL_RETENTION,URGENT,0.7813390501767187,78.13,78.13,CRITICAL,CRITICAL,1,Long time since last purchase,1511,329.5248,1,187.23,146.29,57.32772263719475,Immediate reactivation campaign,True,False
408,CUST1987,CRITICAL_RETENTION,URGENT,0.7788704914590324,77.89,77.89,CRITICAL,CRITICAL,1,Long time since last purchase,959,351.84239999999994,1,193.32,150.57,57.23198602920738,Immediate retention intervention,True,False
409,CUST1813,CRITICAL_RETENTION,URGENT,0.8096281786761311,80.96,80.96,CRITICAL,CRITICAL,1,Long time since last purchase,1027,64.8096,1,37.68,30.51,57.22331291472814,Immediate reactivation campaign,True,False
410,CUST2666,CRITICAL_RETENTION,URGENT,0.7879422743469697,78.79,78.79,CRITICAL,CRITICAL,1,Long time since last purchase,652,249.6984,1,140.28,110.53,57.14608031965357,Immediate retention intervention,True,False
411,CUST1689,CRITICAL_RETENTION,URGENT,0.7832683291114049,78.33,78.33,CRITICAL,CRITICAL,1,Long time since last purchase,1439,257.5632,1,139.98,109.64,56.802879473957695,Immediate reactivation campaign,True,False
412,CUST2774,HIGH_RISK_RETENTION,URGENT,0.5420676218086091,54.21,54.21,HIGH,HIGH,1,Long time since last purchase,733,3581.0208,1,1925.28,1043.63,56.73556044806371,Priority high-value retention campaign,True,True
413,CUST2243,HIGH_RISK_RETENTION,URGENT,0.5360184539352538,53.6,53.6,HIGH,HIGH,1,Long time since last purchase,703,2897.808,1,1984.8,1063.89,56.676905214592,Priority high-value retention campaign,True,True
414,CUST2111,HIGH_RISK_RETENTION,URGENT,0.5409600724770731,54.1,54.1,HIGH,HIGH,1,Long time since last purchase,827,3665.1,1,1929.0,1043.51,56.65587136395196,Priority high-value retention campaign,True,True
415,CUST1403,CRITICAL_RETENTION,URGENT,0.7855125071133152,78.55,78.55,CRITICAL,CRITICAL,1,Long time since last purchase,1093,208.26,1,117.0,91.9,56.64055866541697,Immediate reactivation campaign,True,False
416,CUST1951,CRITICAL_RETENTION,URGENT,0.7554949269565965,75.55,75.55,CRITICAL,CRITICAL,1,Long time since last purchase,1033,517.37,1,272.3,205.72,56.58868646710315,Immediate reactivation campaign,True,False
417,CUST1607,CRITICAL_RETENTION,URGENT,0.7991726126831336,79.92,79.92,CRITICAL,CRITICAL,1,Long time since last purchase,1428,70.848,1,39.36,31.46,56.50852828987675,Immediate reactivation campaign,True,False
418,CUST2832,CRITICAL_RETENTION,URGENT,0.7795748711250572,77.96,77.96,CRITICAL,CRITICAL,1,Long time since last purchase,990,250.16640000000004,1,135.96,105.99,56.47861822490988,Immediate retention intervention,True,False
419,CUST2789,CRITICAL_RETENTION,URGENT,0.7582536816104188,75.83,75.83,CRITICAL,CRITICAL,1,Long time since last purchase,1654,467.744,1,248.8,188.65,56.47444954674485,Immediate reactivation campaign,True,False
420,CUST1685,CRITICAL_RETENTION,URGENT,0.7896698475690622,78.97,78.97,CRITICAL,CRITICAL,1,Long time since last purchase,1048,141.246,1,74.34,58.7,56.33379794715061,Immediate reactivation campaign,True,False
421,CUST2454,CRITICAL_RETENTION,URGENT,0.7794772341877371,77.95,77.95,CRITICAL,CRITICAL,1,Long time since last purchase,1690,177.48,1,104.4,81.38,56.02867425135619,Immediate reactivation campaign,True,False
422,CUST2405,HIGH_RISK_RETENTION,URGENT,0.5348096554093049,53.48,53.48,HIGH,HIGH,1,Long time since last purchase,1024,3484.1716,1,1914.38,1023.83,55.87099870091544,Priority high-value retention campaign,True,True
423,CUST2239,CRITICAL_RETENTION,URGENT,0.7604469869712754,76.04,76.04,CRITICAL,CRITICAL,1,Long time since last purchase,744,347.6496000000001,1,184.92,140.62,55.763188402589144,Immediate retention intervention,True,False
424,CUST2227,CRITICAL_RETENTION,URGENT,0.752577299576563,75.26,75.26,CRITICAL,CRITICAL,1,Long time since last purchase,1074,378.2506,1,207.83,156.41,55.496613301440085,Immediate reactivation campaign,True,False
425,CUST2155,CRITICAL_RETENTION,URGENT,0.775003988115686,77.5,77.5,CRITICAL,CRITICAL,1,Long time since last purchase,899,68.4588,1,38.46,29.81,54.787015895222346,Immediate retention intervention,True,False
426,CUST2724,CRITICAL_RETENTION,URGENT,0.7527270610820577,75.27,75.27,CRITICAL,CRITICAL,1,Long time since last purchase,817,130.18,1,70.75,53.26,53.6498542920688,Immediate retention intervention,True,False
427,CUST2512,CRITICAL_RETENTION,URGENT,0.7594015458293935,75.94,75.94,CRITICAL,CRITICAL,1,Long time since last purchase,1027,45.657,1,25.65,19.48,53.50885062484324,Immediate reactivation campaign,True,False
428,CUST1857,HIGH_RISK_RETENTION,HIGH,0.7382984719906264,73.83,73.83,HIGH,HIGH,1,Long time since last purchase,856,2236.6176,1,1347.36,994.75,69.59162297248432,Priority reactivation campaign,False,True
429,CUST1710,HIGH_RISK_RETENTION,HIGH,0.7417320781964479,74.17,74.17,HIGH,HIGH,1,Long time since last purchase,1359,2265.7536,1,1287.36,954.88,69.1141057889634,Priority reactivation campaign,False,True
430,CUST2837,HIGH_RISK_RETENTION,HIGH,0.7339919583712498,73.4,73.4,HIGH,HIGH,1,Long time since last purchase,1185,2410.2000000000003,1,1339.0,982.82,69.07536429673303,Priority reactivation campaign,False,True
431,CUST2944,HIGH_RISK_RETENTION,HIGH,0.7320994682477165,73.21,73.21,HIGH,HIGH,1,Long time since last purchase,893,2429.2632,1,1334.76,977.18,68.84134033558716,Priority reactivation campaign,False,True
432,CUST2767,HIGH_RISK_RETENTION,HIGH,0.7418139427673857,74.18,74.18,HIGH,HIGH,1,Long time since last purchase,988,2320.976,1,1261.4,935.72,68.7748555745546,Priority reactivation campaign,False,True
433,CUST1393,HIGH_RISK_RETENTION,HIGH,0.7171495094736425,71.71,71.71,HIGH,HIGH,1,Long time since last purchase,1694,2515.0224,1,1366.86,980.24,67.8499393094597,Priority reactivation campaign,False,True
434,CUST2075,HIGH_RISK_RETENTION,HIGH,0.7208568295991913,72.09,72.09,HIGH,HIGH,1,Long time since last purchase,731,2432.4336,1,1307.76,942.71,67.43371440295205,Targeted retention campaign,False,True
435,CUST1255,HIGH_RISK_RETENTION,HIGH,0.7404971445815942,74.05,74.05,HIGH,HIGH,1,Long time since last purchase,721,2084.0928,1,1120.48,829.71,66.7739423502426,Targeted retention campaign,False,True
436,CUST2100,HIGH_RISK_RETENTION,HIGH,0.7187723178968644,71.88,71.88,HIGH,HIGH,1,Long time since last purchase,1165,2205.2096,1,1252.96,900.59,66.52941713640652,Priority reactivation campaign,False,True
437,CUST2966,HIGH_RISK_RETENTION,HIGH,0.7164566576074428,71.65,71.65,HIGH,HIGH,1,Long time since last purchase,1001,2323.6992000000005,1,1262.88,904.8,66.4431230503702,Priority reactivation campaign,False,True
438,CUST1977,HIGH_RISK_RETENTION,HIGH,0.7251635700729283,72.52,72.52,HIGH,HIGH,1,Long time since last purchase,1367,2157.428,1,1185.4,859.61,66.2389493349385,Priority reactivation campaign,False,True
439,CUST1291,HIGH_RISK_RETENTION,HIGH,0.7146935070480386,71.47,71.47,HIGH,HIGH,1,Long time since last purchase,864,2393.088,1,1259.52,900.17,66.23633816882393,Priority reactivation campaign,False,True
440,CUST1207,HIGH_RISK_RETENTION,HIGH,0.7199085270980866,71.99,71.99,HIGH,HIGH,1,Long time since last purchase,1002,2157.8228,1,1212.26,872.72,66.10714525298604,Priority reactivation campaign,False,True
441,CUST1343,HIGH_RISK_RETENTION,HIGH,0.7246411957071258,72.46,72.46,HIGH,HIGH,1,Long time since last purchase,862,2212.3840000000005,1,1176.8000000000002,852.76,66.0790471152162,Priority reactivation campaign,False,True
442,CUST1216,HIGH_RISK_RETENTION,HIGH,0.7177309509445985,71.77,71.77,HIGH,HIGH,1,Long time since last purchase,1080,2218.216,1,1218.8,874.77,65.99162570018905,Priority reactivation campaign,False,True
443,CUST2954,HIGH_RISK_RETENTION,HIGH,0.7428333421621828,74.28,74.28,HIGH,HIGH,1,Long time since last purchase,739,1855.8722,1,1019.71,757.47,65.63677637654095,Targeted retention campaign,False,True
444,CUST1783,HIGH_RISK_RETENTION,HIGH,0.7387141667463988,73.87,73.87,HIGH,HIGH,1,Long time since last purchase,1065,1918.7152,1,1042.78,770.32,65.5798016567634,Priority reactivation campaign,False,True
445,CUST1099,HIGH_RISK_RETENTION,HIGH,0.7458026828087688,74.58,74.58,HIGH,HIGH,1,Long time since last purchase,1333,1802.8374,1,990.57,738.77,65.50793190589373,Priority reactivation campaign,False,True
446,CUST2321,HIGH_RISK_RETENTION,HIGH,0.7438430457781521,74.38,74.38,HIGH,HIGH,1,Long time since last purchase,1350,1840.9568,1,1000.52,744.23,65.46906601989275,Priority reactivation campaign,False,True
447,CUST1275,HIGH_RISK_RETENTION,HIGH,0.6770328739174151,67.7,67.7,HIGH,HIGH,1,Long time since last purchase,1327,2425.0608,1,1460.88,989.06,65.20058119198424,Priority reactivation campaign,False,True
448,CUST2259,HIGH_RISK_RETENTION,HIGH,0.6898892312968985,68.99,68.99,HIGH,HIGH,1,Long time since last purchase,1717,2418.8598,1,1358.91,937.5,65.17217513003317,Priority reactivation campaign,False,True
449,CUST1280,HIGH_RISK_RETENTION,HIGH,0.74383732726495,74.38,74.38,HIGH,HIGH,1,Long time since last purchase,947,1782.4008,1,958.28,712.8,64.90276047963725,Priority reactivation campaign,False,True
450,CUST2148,HIGH_RISK_RETENTION,HIGH,0.7288220832071683,72.88,72.88,HIGH,HIGH,1,Long time since last purchase,1255,1923.558,1,1056.9,770.29,64.8868156512912,Priority reactivation campaign,False,True
451,CUST1990,HIGH_RISK_RETENTION,HIGH,0.7196142624707994,71.96,71.96,HIGH,HIGH,1,Long time since last purchase,1136,2031.3384,1,1116.12,803.18,64.83446112007812,Priority reactivation campaign,False,True
452,CUST2221,HIGH_RISK_RETENTION,HIGH,0.7278294319039033,72.78,72.78,HIGH,HIGH,1,Long time since last purchase,955,1967.0616,1,1057.56,769.72,64.80706706326758,Priority reactivation campaign,False,True
453,CUST2437,HIGH_RISK_RETENTION,HIGH,0.707061334392147,70.71,70.71,HIGH,HIGH,1,Long time since last purchase,814,2202.848,1,1197.2,846.49,64.73556385842198,Priority reactivation campaign,False,True
454,CUST2592,HIGH_RISK_RETENTION,HIGH,0.7002177371275695,70.02,70.02,HIGH,HIGH,1,Long time since last purchase,1366,2043.4728,1,1246.02,872.49,64.72464874581676,Priority reactivation campaign,False,True
