customer_id,cluster_id,days_since_purchase,purchase_frequency,Ratings
CUST2476,1,521,8,3.9
CUST2478,0,520,25,4.2
CUST2479,2,1725,47,4.2
CUST2481,0,342,44,3.7
CUST2485,0,976,39,4.1
CUST2486,0,67,49,3.9
CUST2487,2,932,24,4.0
CUST2489,2,1403,45,4.2
CUST2492,2,949,40,2.6
CUST2494,2,1180,2,4.5
CUST2498,1,500,12,4.0
CUST2500,0,889,42,4.0
CUST2502,2,1101,29,4.2
CUST2503,0,373,48,3.8
CUST2505,2,1397,37,4.2
CUST2506,0,584,48,4.3
CUST2507,0,739,26,4.2
CUST2510,0,914,38,3.3
CUST2513,2,972,14,4.3
CUST2514,0,347,35,3.6
CUST2516,2,1319,18,3.9
CUST2517,0,173,37,4.6
CUST2518,2,1228,9,3.8
CUST2521,1,786,8,3.6
CUST2524,0,588,45,4.7
CUST2525,0,261,40,4.3
CUST2526,1,217,14,3.9
CUST2527,0,566,40,3.9
CUST2530,0,776,39,4.0
CUST2531,1,803,4,4.1
CUST2532,1,427,4,3.9
CUST2533,1,306,11,4.4
CUST2536,0,668,41,4.0
CUST2537,1,708,16,3.9
CUST2539,0,816,32,4.1
CUST2541,1,676,17,4.1
CUST2543,2,1592,5,4.3
CUST2547,2,1665,25,4.2
CUST2549,0,545,42,4.0
CUST2550,0,896,48,4.2
CUST2552,2,1458,21,4.5
CUST2553,1,589,22,3.8
CUST2556,0,627,44,4.2
CUST2557,2,1109,3,4.3
CUST2558,1,815,10,4.1
CUST2559,1,91,12,4.2
CUST2560,0,604,37,4.1
CUST2562,1,826,7,3.9
CUST2564,0,141,43,4.6
CUST2565,0,826,33,3.6
CUST2568,1,866,5,4.3
CUST2569,2,1124,17,3.9
CUST2572,2,1277,5,4.4
CUST2574,0,737,26,4.5
CUST2575,1,346,12,4.1
CUST2577,1,616,16,4.2
CUST2579,0,975,41,4.0
CUST2580,2,1657,3,4.3
CUST2582,1,441,14,3.5
CUST2584,0,631,40,3.6
CUST2585,0,637,44,2.9
CUST2586,0,337,31,4.2
CUST2587,1,756,23,4.4
CUST2589,1,523,12,3.8
CUST2590,1,350,25,3.5
CUST2591,0,262,32,4.1
CUST2594,1,429,25,3.6
CUST2595,0,417,35,3.1
CUST2598,2,1213,22,3.6
CUST2599,1,204,12,4.0
CUST2600,2,905,30,4.3
CUST2603,0,146,29,4.4
CUST2604,2,996,24,3.1
CUST2605,1,602,14,4.3
CUST2606,0,913,38,4.4
CUST2607,0,758,30,4.4
CUST2608,2,1039,16,4.1
CUST2609,2,1199,11,4.1
CUST2613,1,500,24,3.9
CUST2615,1,265,17,4.1
CUST2616,0,636,44,4.1
CUST2617,0,998,43,4.1
CUST2618,1,640,3,3.8
CUST2620,2,1309,12,4.5
CUST2622,1,680,21,3.9
CUST2623,0,508,32,3.5
CUST2627,2,886,26,4.0
CUST2629,0,428,45,4.1
CUST2631,1,667,21,4.1
CUST2634,0,536,48,3.9
CUST2635,1,92,23,3.8
CUST2637,0,814,30,4.3
CUST2638,1,376,4,3.9
CUST2640,1,593,15,4.0
CUST2641,0,1172,46,4.5
CUST2642,1,916,2,4.6
CUST2644,1,505,9,4.1
CUST2646,0,156,35,4.6
CUST2649,2,1536,29,4.2
CUST2652,2,1429,10,4.8
CUST2656,1,217,13,4.0
CUST2657,0,110,34,4.3
CUST2658,0,264,38,4.0
CUST2659,2,1056,15,4.4
CUST2661,2,880,16,3.6
CUST2662,1,378,22,2.0
CUST2663,0,368,31,4.0
CUST2666,1,652,8,3.9
CUST2668,0,371,34,3.0
CUST2670,2,1336,47,4.4
CUST2671,2,1419,37,4.1
CUST2674,0,960,42,4.2
CUST2676,1,653,25,3.8
CUST2677,0,825,43,4.1
CUST2678,0,688,48,4.0
CUST2681,2,1627,34,4.2
CUST2682,0,583,38,4.1
CUST2683,0,231,48,4.2
CUST2684,1,377,11,3.9
CUST2685,0,173,27,4.0
CUST2688,2,1522,23,4.1
CUST2689,0,629,38,4.4
CUST2690,0,110,46,4.1
CUST2691,0,907,33,4.2
CUST2693,1,476,17,3.9
CUST2695,1,343,12,4.2
CUST2696,0,692,49,4.2
CUST2697,0,650,34,3.7
CUST2699,1,203,22,3.4
CUST2701,0,692,26,4.0
CUST2702,1,488,13,4.1
CUST2707,0,177,39,4.3
CUST2710,0,462,39,3.8
CUST2712,0,201,30,3.5
CUST2713,0,95,46,3.9
CUST2714,2,994,36,4.0
CUST2717,0,320,42,4.0
CUST2721,0,552,27,4.1
CUST2723,1,435,9,4.3
CUST2724,0,817,31,4.2
CUST2726,2,1653,23,3.9
CUST2728,0,197,36,4.3
CUST2729,2,889,18,3.9
CUST2731,2,1012,35,3.6
CUST2732,0,126,34,3.8
CUST2733,0,166,36,3.9
CUST2734,2,898,19,4.6
CUST2735,1,549,22,3.8
CUST2736,0,884,40,3.9
CUST2737,2,1148,35,4.1
CUST2738,0,655,40,3.6
CUST2740,0,125,33,4.3
CUST2741,2,1878,18,4.7
CUST2742,1,172,19,4.3
CUST2743,2,1411,49,3.9
CUST2744,2,1421,11,3.9
CUST2745,2,1046,16,3.7
CUST2748,2,842,21,4.1
CUST2749,2,1130,25,3.9
CUST2750,0,158,34,4.4
CUST2751,2,1093,4,4.3
CUST2752,0,679,24,4.5
CUST2753,1,683,12,4.0
CUST2755,0,721,25,4.2
CUST2756,2,884,25,4.1
CUST2757,0,303,32,3.7
CUST2764,1,586,15,4.2
CUST2765,0,338,39,4.3
CUST2766,0,161,31,4.0
CUST2768,0,462,36,4.2
CUST2771,0,453,33,4.4
CUST2772,2,1422,1,4.1
CUST2773,1,650,16,4.2
CUST2774,1,733,18,4.3
CUST2777,1,304,9,4.1
CUST2779,0,362,36,3.9
CUST2780,1,246,11,3.8
CUST2782,1,323,19,3.6
CUST2783,2,1037,15,4.1
CUST2784,2,1507,40,4.2
CUST2787,1,786,5,3.9
CUST2789,2,1654,11,4.4
CUST2790,1,734,13,4.2
CUST2792,0,289,44,4.1
CUST2796,0,754,35,4.0
CUST2797,1,575,6,4.3
CUST2798,0,314,41,3.6
CUST2799,2,1489,11,3.5
CUST2800,2,1343,35,4.3
CUST2801,1,170,9,3.6
CUST2802,2,1455,49,2.9
CUST2803,0,264,27,4.2
CUST2805,1,679,9,4.1
CUST2807,1,66,7,3.5
CUST2808,1,1061,3,4.1
CUST2809,2,1210,46,3.2
CUST2811,1,612,17,3.6
CUST2813,2,1036,36,4.0
CUST2814,2,1546,49,4.1
CUST2815,2,960,27,3.6
CUST2816,0,356,30,4.0
CUST2817,2,1385,1,4.3
CUST2818,2,1435,20,4.1
CUST2819,1,229,10,4.2
CUST2820,2,1499,21,3.9
CUST2821,1,590,13,4.0
CUST2822,1,589,21,4.2
CUST2823,0,1074,47,4.2
CUST2824,1,1063,1,4.1
CUST2827,0,190,27,4.2
CUST2832,2,990,32,4.2
CUST2833,0,133,48,3.7
CUST2836,2,1058,26,4.2
CUST2838,2,1402,42,4.1
CUST2842,2,1385,7,4.2
CUST2843,0,687,46,4.3
CUST2844,0,655,33,4.0
CUST2845,2,959,14,2.6
CUST2846,1,639,14,3.8
CUST2847,0,569,33,4.5
CUST2848,2,873,28,3.5
CUST2849,2,1186,5,3.9
CUST2851,2,1361,36,4.0
CUST2854,2,1152,29,3.4
CUST2856,1,699,18,3.8
CUST2857,1,790,7,4.1
CUST2858,1,832,6,4.2
CUST2860,0,356,25,4.2
CUST2861,1,480,4,4.1
CUST2862,2,1748,8,3.9
CUST2863,2,1063,6,3.3
CUST2866,0,136,38,4.3
CUST2868,2,1073,42,3.8
CUST2869,2,938,14,3.9
CUST2872,0,595,40,3.9
CUST2873,0,910,42,4.1
CUST2878,0,688,46,4.3
CUST2879,2,1359,21,3.9
CUST2881,2,852,22,3.7
CUST2883,0,632,46,4.0
CUST2885,0,627,34,3.9
CUST2886,1,396,19,4.4
CUST2892,1,765,22,4.1
CUST2893,1,389,7,3.7
CUST2894,0,572,25,4.1
CUST2895,2,1132,13,4.2
CUST2897,0,789,37,3.6
CUST2899,1,704,2,4.5
CUST2900,0,916,41,4.2
CUST2901,2,1385,30,4.3
CUST2902,2,1323,16,4.0
CUST2903,2,1143,22,4.2
CUST2905,2,1047,27,4.5
CUST2907,0,321,38,4.4
CUST2909,0,424,45,4.2
CUST2910,1,536,22,4.3
CUST2912,1,438,9,4.2
CUST2914,0,786,37,3.9
CUST2915,1,98,15,3.9
CUST2916,1,226,4,3.8
CUST2917,2,1114,15,4.6
CUST2918,1,752,25,3.6
CUST2921,0,4,34,4.3
CUST2923,2,1471,8,3.9
CUST2924,0,290,44,4.0
CUST2926,0,502,48,4.2
CUST2929,0,816,41,4.1
CUST2933,1,341,8,4.3
CUST2934,2,1387,1,3.6
CUST2935,1,918,2,3.5
CUST2937,1,829,5,3.6
CUST2939,1,371,11,4.2
CUST2940,1,285,11,4.4
CUST2941,1,752,17,4.1
CUST2942,0,544,41,3.8
CUST2943,0,125,32,3.5
CUST2946,1,748,1,4.4
CUST2947,0,757,44,3.6
CUST2948,1,437,11,3.1
CUST2949,1,270,5,4.0
CUST2951,1,457,5,3.6
CUST2952,0,217,36,4.0
CUST2953,0,573,34,4.3
CUST2955,1,155,4,4.2
CUST2956,0,740,44,4.3
CUST2957,2,995,32,4.1
CUST2958,0,942,48,4.2
CUST2961,1,284,2,3.9
CUST2965,1,973,1,4.1
CUST2966,0,1001,41,4.2
CUST2969,2,1786,21,3.9
CUST2971,1,447,18,4.4
CUST2972,0,666,38,4.2
CUST2973,0,2,46,4.5
CUST2974,2,1067,13,4.1
CUST2975,2,1186,28,4.1
CUST2976,0,380,35,4.2
CUST2977,1,117,12,4.2
CUST2978,0,463,46,4.0
CUST2982,1,139,3,4.3
CUST2984,0,644,28,2.9
CUST2986,1,640,2,4.4
CUST2987,0,596,47,4.1
CUST2988,0,427,38,3.8
CUST2991,0,357,36,3.2
CUST2992,0,755,46,4.4
CUST2993,2,1552,29,3.6
CUST2994,1,662,5,3.1
CUST2995,2,870,25,4.0
CUST2997,2,1211,38,3.6
CUST2998,0,358,49,4.0
